117	121.1256 0.0558 3.0832 0.0000 2.5129 0.5588 0.5671
118	121.2940 0.0558 3.0807 0.0000 2.5161 0.5645 0.5669
119	121.4609 0.0558 3.0782 0.0000 2.5193 0.5700 0.5668
120	121.6261 0.0558 3.0758 0.0000 2.5225 0.5755 0.5666
121	121.7897 0.0558 3.0734 0.0000 2.5257 0.5810 0.5665
122	121.9517 0.0558 3.0710 0.0000 2.5290 0.5864 0.5663
123	122.1122 0.0558 3.0686 0.0000 2.5322 0.5917 0.5662
124	122.2710 0.0558 3.0663 0.0000 2.5354 0.5970 0.5661
125	122.4283 0.0558 3.0639 0.0000 2.5387 0.6023 0.5659
126	122.5839 0.0558 3.0616 0.0000 2.5419 0.6074 0.5658
127	122.7380 0.0558 3.0593 0.0000 2.5451 0.6126 0.5656
128	122.8905 0.0558 3.0570 0.0000 2.5483 0.6176 0.5655
129	123.0415 0.0558 3.0547 0.0000 2.5516 0.6226 0.5654
130	123.1908 0.0558 3.0525 0.0000 2.5548 0.6276 0.5652
131	123.3387 0.0558 3.0503 0.0000 2.5580 0.6325 0.5651
132	123.4849 0.0558 3.0481 0.0000 2.5612 0.6373 0.5650
133	123.6296 0.0558 3.0459 0.0000 2.5644 0.6421 0.5648
134	123.7728 0.0558 3.0437 0.0000 2.5676 0.6468 0.5647
135	123.9144 0.0558 3.0415 0.0000 2.5708 0.6515 0.5646
136	124.0545 0.0558 3.0394 0.0000 2.5740 0.6561 0.5644
137	124.1931 0.0558 3.0373 0.0000 2.5772 0.6607 0.5643
138	124.3301 0.0558 3.0352 0.0000 2.5804 0.6652 0.5642
139	124.4656 0.0558 3.0331 0.0000 2.5836 0.6697 0.5641
140	124.5996 0.0558 3.0311 0.0000 2.5867 0.6741 0.5639
141	124.7322 0.0558 3.0290 0.0000 2.5899 0.6785 0.5638
142	124.8632 0.0558 3.0270 0.0000 2.5930 0.6828 0.5637
143	124.9927 0.0558 3.0250 0.0000 2.5962 0.6870 0.5636
144	125.1207 0.0558 3.0230 0.0000 2.5993 0.6912 0.5635
145	125.2473 0.0558 3.0210 0.0000 2.6024 0.6954 0.5634
146	125.3724 0.0558 3.0191 0.0000 2.6055 0.6995 0.5633
147	125.4960 0.0558 3.0171 0.0000 2.6086 0.7035 0.5631
148	125.6182 0.0558 3.0152 0.0000 2.6116 0.7075 0.5630
149	125.7389 0.0558 3.0133 0.0000 2.6147 0.7115 0.5629
150	125.8582 0.0558 3.0114 0.0000 2.6178 0.7154 0.5628
151	125.9761 0.0558 3.0096 0.0000 2.6208 0.7192 0.5627
152	126.0925 0.0558 3.0077 0.0000 2.6238 0.7230 0.5626
153	126.2075 0.0558 3.0059 0.0000 2.6268 0.7268 0.5625
154	126.3211 0.0558 3.0040 0.0000 2.6298 0.7305 0.5624
155	126.4334 0.0558 3.0022 0.0000 2.6328 0.7341 0.5623
156	126.5442 0.0558 3.0005 0.0000 2.6358 0.7377 0.5622
157	126.6536 0.0558 2.9987 0.0000 2.6387 0.7413 0.5621
158	126.7617 0.0558 2.9969 0.0000 2.6416 0.7448 0.5620
159	126.8684 0.0558 2.9952 0.0000 2.6446 0.7483 0.5619
160	126.9737 0.0558 2.9935 0.0000 2.6475 0.7517 0.5618
161	127.0777 0.0558 2.9918 0.0000 2.6503 0.7550 0.5617
162	127.1803 0.0558 2.9901 0.0000 2.6532 0.7584 0.5616
163	127.2817 0.0558 2.9884 0.0000 2.6561 0.7616 0.5616
164	127.3816 0.0558 2.9868 0.0000 2.6589 0.7649 0.5615
165	127.4803 0.0558 2.9851 0.0000 2.6617 0.7681 0.5614
166	127.5777 0.0558 2.9835 0.0000 2.6645 0.7712 0.5613
167	127.6738 0.0558 2.9819 0.0000 2.6673 0.7743 0.5612
168	127.7685 0.0558 2.9803 0.0000 2.6700 0.7774 0.5611
169	127.8621 0.0558 2.9787 0.0000 2.6728 0.7804 0.5610
170	127.9543 0.0558 2.9771 0.0000 2.6755 0.7833 0.5610
171	128.0453 0.0558 2.9756 0.0000 2.6782 0.7863 0.5609
172	128.1350 0.0558 2.9740 0.0000 2.6809 0.7892 0.5608
173	128.2235 0.0558 2.9725 0.0000 2.6836 0.7920 0.5607
174	128.3107 0.0558 2.9710 0.0000 2.6862 0.7948 0.5606
175	128.3967 0.0558 2.9695 0.0000 2.6888 0.7975 0.5606
176	128.4816 0.0558 2.9680 0.0000 2.6914 0.8003 0.5605
177	128.5652 0.0558 2.9666 0.0000 2.6940 0.8029 0.5604
178	128.6476 0.0558 2.9651 0.0000 2.6966 0.8056 0.5603
179	128.7288 0.0558 2.9637 0.0000 2.6991 0.8082 0.5603
180	128.8088 0.0558 2.9623 0.0000 2.7017 0.8107 0.5602
181	128.8877 0.0558 2.9609 0.0000 2.7042 0.8132 0.5601
182	128.9654 0.0558 2.9595 0.0000 2.7067 0.8157 0.5601
183	129.0420 0.0558 2.9581 0.0000 2.7091 0.8181 0.5600
184	129.1175 0.0558 2.9567 0.0000 2.7116 0.8205 0.5599
185	129.1918 0.0558 2.9554 0.0000 2.7140 0.8229 0.5599
186	129.2649 0.0558 2.9540 0.0000 2.7164 0.8252 0.5598
187	129.3370 0.0558 2.9527 0.0000 2.7188 0.8275 0.5597
188	129.4080 0.0558 2.9514 0.0000 2.7212 0.8298 0.5597
189	129.4779 0.0558 2.9501 0.0000 2.7235 0.8320 0.5596
190	129.5467 0.0558 2.9488 0.0000 2.7258 0.8341 0.5596
191	129.6144 0.0558 2.9475 0.0000 2.7281 0.8363 0.5595
192	129.6811 0.0558 2.9462 0.0000 2.7304 0.8384 0.5595
193	129.7467 0.0558 2.9450 0.0000 2.7326 0.8404 0.5594
194	129.8113 0.0558 2.9437 0.0000 2.7349 0.8425 0.5593
195	129.8748 0.0558 2.9425 0.0000 2.7371 0.8445 0.5593
196	129.9373 0.0558 2.9413 0.0000 2.7393 0.8464 0.5592
197	129.9988 0.0558 2.9401 0.0000 2.7414 0.8484 0.5592
198	130.0593 0.0558 2.9389 0.0000 2.7436 0.8503 0.5591
199	130.1188 0.0558 2.9377 0.0000 2.7457 0.8521 0.5591
200	130.1773 0.0558 2.9366 0.0000 2.7478 0.8539 0.5590
201	130.2348 0.0558 2.9354 0.0000 2.7499 0.8557 0.5590
202	130.2914 0.0558 2.9343 0.0000 2.7520 0.8575 0.5589
203	130.3470 0.0558 2.9331 0.0000 2.7540 0.8592 0.5589
204	130.4016 0.0558 2.9320 0.0000 2.7560 0.8609 0.5588
205	130.4553 0.0558 2.9309 0.0000 2.7580 0.8626 0.5588
206	130.5081 0.0558 2.9298 0.0000 2.7600 0.8642 0.5587
207	130.5600 0.0558 2.9287 0.0000 2.7620 0.8659 0.5587
208	130.6109 0.0558 2.9276 0.0000 2.7639 0.8674 0.5587
209	130.6609 0.0558 2.9266 0.0000 2.7658 0.8690 0.5586
210	130.7101 0.0558 2.9255 0.0000 2.7677 0.8705 0.5586
211	130.7584 0.0558 2.9245 0.0000 2.7696 0.8720 0.5585
212	130.8057 0.0558 2.9234 0.0000 2.7714 0.8734 0.5585
213	130.8523 0.0558 2.9224 0.0000 2.7733 0.8749 0.5585
214	130.8979 0.0558 2.9214 0.0000 2.7751 0.8763 0.5584
215	130.9427 0.0558 2.9204 0.0000 2.7769 0.8776 0.5584
216	130.9867 0.0558 2.9194 0.0000 2.7786 0.8790 0.5583
217	131.0299 0.0558 2.9184 0.0000 2.7804 0.8803 0.5583
218	131.0722 0.0558 2.9174 0.0000 2.7821 0.8816 0.5583
219	131.1137 0.0558 2.9165 0.0000 2.7838 0.8829 0.5582
220	131.1544 0.0558 2.9155 0.0000 2.7855 0.8841 0.5582
221	131.1943 0.0558 2.9146 0.0000 2.7872 0.8853 0.5582
222	131.2335 0.0558 2.9136 0.0000 2.7888 0.8865 0.5581
223	131.2718 0.0558 2.9127 0.0000 2.7904 0.8877 0.5581
224	131.3094 0.0558 2.9118 0.0000 2.7920 0.8888 0.5581
225	131.3462 0.0558 2.9109 0.0000 2.7936 0.8899 0.5580
226	131.3823 0.0558 2.9100 0.0000 2.7952 0.8910 0.5580
227	131.4176 0.0558 2.9091 0.0000 2.7967 0.8921 0.5580
228	131.4522 0.0558 2.9082 0.0000 2.7982 0.8931 0.5580
229	131.4861 0.0558 2.9074 0.0000 2.7997 0.8941 0.5579
230	131.5192 0.0558 2.9065 0.0000 2.8012 0.8951 0.5579
231	131.5517 0.0558 2.9056 0.0000 2.8027 0.8961 0.5579
232	131.5834 0.0558 2.9048 0.0000 2.8041 0.8970 0.5578
233	131.6144 0.0558 2.9040 0.0000 2.8055 0.8979 0.5578
234	131.6448 0.0558 2.9031 0.0000 2.8069 0.8988 0.5578
235	131.6745 0.0558 2.9023 0.0000 2.8083 0.8997 0.5578
236	131.7035 0.0558 2.9015 0.0000 2.8097 0.9006 0.5578
237	131.7319 0.0558 2.9007 0.0000 2.8110 0.9014 0.5577
238	131.7596 0.0558 2.8999 0.0000 2.8124 0.9022 0.5577
239	131.7866 0.0558 2.8991 0.0000 2.8137 0.9030 0.5577
240	131.8131 0.0558 2.8983 0.0000 2.8150 0.9038 0.5577
241	131.8389 0.0558 2.8976 0.0000 2.8162 0.9045 0.5576
242	131.8640 0.0558 2.8968 0.0000 2.8175 0.9052 0.5576
243	131.8886 0.0558 2.8961 0.0000 2.8187 0.9059 0.5576
244	131.9126 0.0558 2.8953 0.0000 2.8199 0.9066 0.5576
245	131.9359 0.0558 2.8946 0.0000 2.8211 0.9073 0.5576
246	131.9587 0.0558 2.8938 0.0000 2.8223 0.9080 0.5575
247	131.9809 0.0558 2.8931 0.0000 2.8235 0.9086 0.5575
248	132.0025 0.0558 2.8924 0.0000 2.8246 0.9092 0.5575
249	132.0236 0.0558 2.8917 0.0000 2.8257 0.9098 0.5575
250	132.0441 0.0558 2.8910 0.0000 2.8269 0.9104 0.5575
251	132.0640 0.0558 2.8903 0.0000 2.8279 0.9109 0.5575
252	132.0834 0.0558 2.8896 0.0000 2.8290 0.9115 0.5575
253	132.1022 0.0558 2.8889 0.0000 2.8301 0.9120 0.5574
254	132.1206 0.0558 2.8883 0.0000 2.8311 0.9125 0.5574
255	132.1384 0.0558 2.8876 0.0000 2.8321 0.9130 0.5574
256	132.1556 0.0558 2.8869 0.0000 2.8331 0.9135 0.5574
257	132.1724 0.0558 2.8863 0.0000 2.8341 0.9139 0.5574
258	132.1887 0.0558 2.8856 0.0000 2.8351 0.9144 0.5574
259	132.2045 0.0558 2.8850 0.0000 2.8361 0.9148 0.5574
260	132.2198 0.0558 2.8844 0.0000 2.8370 0.9152 0.5574
261	132.2346 0.0558 2.8837 0.0000 2.8379 0.9156 0.5573
262	132.2489 0.0558 2.8831 0.0000 2.8388 0.9160 0.5573
263	132.2627 0.0558 2.8825 0.0000 2.8397 0.9163 0.5573
264	132.2761 0.0558 2.8819 0.0000 2.8406 0.9167 0.5573
265	132.2891 0.0558 2.8813 0.0000 2.8415 0.9170 0.5573
266	132.3016 0.0558 2.8807 0.0000 2.8423 0.9173 0.5573
267	132.3136 0.0558 2.8801 0.0000 2.8431 0.9176 0.5573
268	132.3252 0.0558 2.8795 0.0000 2.8440 0.9179 0.5573
269	132.3364 0.0558 2.8789 0.0000 2.8448 0.9182 0.5573
270	132.3472 0.0558 2.8784 0.0000 2.8455 0.9185 0.5573
271	132.3575 0.0558 2.8778 0.0000 2.8463 0.9187 0.5573
272	132.3674 0.0558 2.8772 0.0000 2.8471 0.9190 0.5572
273	132.3770 0.0558 2.8767 0.0000 2.8478 0.9192 0.5572
274	132.3861 0.0558 2.8761 0.0000 2.8485 0.9194 0.5572
275	132.3948 0.0558 2.8756 0.0000 2.8493 0.9196 0.5572
276	132.4032 0.0558 2.8750 0.0000 2.8500 0.9198 0.5572
277	132.4111 0.0558 2.8745 0.0000 2.8506 0.9200 0.5572
278	132.4187 0.0558 2.8740 0.0000 2.8513 0.9201 0.5572
279	132.4259 0.0558 2.8735 0.0000 2.8520 0.9203 0.5572
280	132.4328 0.0558 2.8729 0.0000 2.8526 0.9204 0.5572
281	132.4393 0.0558 2.8724 0.0000 2.8532 0.9206 0.5572
282	132.4454 0.0558 2.8719 0.0000 2.8539 0.9207 0.5572
283	132.4512 0.0558 2.8714 0.0000 2.8545 0.9208 0.5572
284	132.4566 0.0558 2.8709 0.0000 2.8551 0.9209 0.5572
285	132.4618 0.0558 2.8704 0.0000 2.8556 0.9210 0.5572
286	132.4665 0.0558 2.8699 0.0000 2.8562 0.9210 0.5572
287	132.4710 0.0558 2.8695 0.0000 2.8568 0.9211 0.5572
288	132.4751 0.0558 2.8690 0.0000 2.8573 0.9212 0.5572
289	132.4789 0.0558 2.8685 0.0000 2.8578 0.9212 0.5572
290	132.4824 0.0558 2.8680 0.0000 2.8583 0.9212 0.5572
291	132.4856 0.0558 2.8676 0.0000 2.8589 0.9213 0.5572
292	132.4885 0.0558 2.8671 0.0000 2.8593 0.9213 0.5572
293	132.4911 0.0558 2.8667 0.0000 2.8598 0.9213 0.5572
294	132.4935 0.0558 2.8662 0.0000 2.8603 0.9213 0.5572
295	132.4955 0.0558 2.8658 0.0000 2.8608 0.9213 0.5572
296	132.4972 0.0558 2.8653 0.0000 2.8612 0.9213 0.5572
297	132.4987 0.0558 2.8649 0.0000 2.8616 0.9212 0.5572
298	132.4999 0.0558 2.8644 0.0000 2.8621 0.9212 0.5572
299	132.5008 0.0558 2.8640 0.0000 2.8625 0.9211 0.5572
300	132.5015 0.0558 2.8636 0.0000 2.8629 0.9211 0.5572
301	132.5019 0.0558 2.8632 0.0000 2.8633 0.9210 0.5572
302	132.5021 0.0558 2.8628 0.0000 2.8637 0.9210 0.5572
303	132.5020 0.0558 2.8623 0.0000 2.8640 0.9209 0.5572
304	132.5017 0.0558 2.8619 0.0000 2.8644 0.9208 0.5572
305	132.5011 0.0558 2.8615 0.0000 2.8647 0.9208 0.5572
306	132.5003 0.0558 2.8611 0.0000 2.8651 0.9208 0.5572
307	132.4992 0.0558 2.8607 0.0000 2.8654 0.9208 0.5572
308	132.4979 0.0558 2.8602 0.0000 2.8657 0.9208 0.5572
309	132.4964 0.0558 2.8598 0.0000 2.8660 0.9208 0.5572
310	132.4946 0.0558 2.8594 0.0000 2.8663 0.9208 0.5572
311	132.4926 0.0558 2.8590 0.0000 2.8666 0.9208 0.5572
312	132.4904 0.0558 2.8586 0.0000 2.8669 0.9208 0.5572
313	132.4880 0.0558 2.8582 0.0000 2.8672 0.9208 0.5572
314	132.4853 0.0558 2.8578 0.0000 2.8675 0.9208 0.5572
315	132.4824 0.0558 2.8574 0.0000 2.8677 0.9208 0.5572
316	132.4794 0.0558 2.8570 0.0000 2.8680 0.9207 0.5572
317	132.4761 0.0558 2.8566 0.0000 2.8682 0.9207 0.5572
318	132.4726 0.0558 2.8562 0.0000 2.8685 0.9207 0.5572
319	132.4689 0.0558 2.8558 0.0000 2.8687 0.9206 0.5572
320	132.4651 0.0558 2.8554 0.0000 2.8689 0.9206 0.5572
321	132.4610 0.0558 2.8550 0.0000 2.8691 0.9205 0.5572
322	132.4568 0.0558 2.8547 0.0000 2.8693 0.9205 0.5572
323	132.4523 0.0558 2.8543 0.0000 2.8695 0.9204 0.5572
324	132.4477 0.0558 2.8539 0.0000 2.8697 0.9203 0.5572
325	132.4430 0.0558 2.8536 0.0000 2.8699 0.9203 0.5572
326	132.4380 0.0558 2.8532 0.0000 2.8701 0.9202 0.5572
327	132.4329 0.0558 2.8528 0.0000 2.8703 0.9201 0.5572
328	132.4276 0.0558 2.8525 0.0000 2.8704 0.9200 0.5572
329	132.4222 0.0558 2.8521 0.0000 2.8706 0.9199 0.5572
330	132.4166 0.0558 2.8518 0.0000 2.8707 0.9197 0.5572
331	132.4108 0.0558 2.8514 0.0000 2.8709 0.9196 0.5572
332	132.4049 0.0558 2.8511 0.0000 2.8710 0.9195 0.5572
333	132.3989 0.0558 2.8508 0.0000 2.8712 0.9193 0.5572
334	132.3927 0.0558 2.8504 0.0000 2.8713 0.9192 0.5572
335	132.3864 0.0558 2.8501 0.0000 2.8714 0.9190 0.5572
336	132.3799 0.0558 2.8498 0.0000 2.8715 0.9189 0.5572
337	132.3733 0.0558 2.8495 0.0000 2.8716 0.9187 0.5573
338	132.3665 0.0558 2.8491 0.0000 2.8718 0.9185 0.5573
339	132.3597 0.0558 2.8488 0.0000 2.8719 0.9184 0.5573
340	132.3527 0.0558 2.8485 0.0000 2.8719 0.9182 0.5573
341	132.3455 0.0558 2.8482 0.0000 2.8720 0.9180 0.5573
342	132.3383 0.0558 2.8479 0.0000 2.8721 0.9178 0.5573
343	132.3309 0.0558 2.8476 0.0000 2.8722 0.9176 0.5573
344	132.3235 0.0558 2.8473 0.0000 2.8723 0.9174 0.5573
345	132.3159 0.0558 2.8470 0.0000 2.8723 0.9172 0.5573
346	132.3082 0.0558 2.8467 0.0000 2.8724 0.9170 0.5573
347	132.3003 0.0558 2.8464 0.0000 2.8724 0.9167 0.5573
348	132.2924 0.0558 2.8462 0.0000 2.8725 0.9165 0.5573
349	132.2844 0.0558 2.8459 0.0000 2.8725 0.9163 0.5573
350	132.2763 0.0558 2.8456 0.0000 2.8726 0.9160 0.5573
351	132.2680 0.0558 2.8453 0.0000 2.8726 0.9158 0.5573
352	132.2597 0.0558 2.8450 0.0000 2.8726 0.9155 0.5573
353	132.2513 0.0558 2.8448 0.0000 2.8726 0.9153 0.5573
354	132.2428 0.0558 2.8445 0.0000 2.8727 0.9150 0.5574
355	132.2342 0.0558 2.8442 0.0000 2.8727 0.9148 0.5574
356	132.2255 0.0558 2.8440 0.0000 2.8727 0.9145 0.5574
357	132.2168 0.0558 2.8437 0.0000 2.8727 0.9142 0.5574
358	132.2079 0.0558 2.8435 0.0000 2.8727 0.9140 0.5574
359	132.1990 0.0558 2.8432 0.0000 2.8727 0.9137 0.5574
360	132.1900 0.0558 2.8430 0.0000 2.8726 0.9134 0.5574
361	132.1810 0.0558 2.8427 0.0000 2.8726 0.9131 0.5574
362	132.1718 0.0558 2.8425 0.0000 2.8726 0.9128 0.5574
363	132.1626 0.0558 2.8422 0.0000 2.8726 0.9125 0.5574
364	132.1533 0.0558 2.8420 0.0000 2.8725 0.9122 0.5574
365	132.1440 0.0558 2.8418 0.0000 2.8725 0.9119 0.5574
366	132.1345 0.0558 2.8415 0.0000 2.8725 0.9116 0.5574
367	132.1251 0.0558 2.8413 0.0000 2.8724 0.9113 0.5575
368	132.1155 0.0558 2.8411 0.0000 2.8724 0.9110 0.5575
369	132.1059 0.0558 2.8408 0.0000 2.8723 0.9107 0.5575
370	132.0963 0.0558 2.8406 0.0000 2.8723 0.9104 0.5575
371	132.0866 0.0558 2.8404 0.0000 2.8722 0.9101 0.5575
372	132.0768 0.0558 2.8402 0.0000 2.8721 0.9098 0.5575
373	132.0670 0.0558 2.8399 0.0000 2.8721 0.9094 0.5575
374	132.0572 0.0558 2.8397 0.0000 2.8720 0.9091 0.5575
375	132.0473 0.0558 2.8395 0.0000 2.8719 0.9088 0.5575
376	132.0373 0.0558 2.8393 0.0000 2.8718 0.9084 0.5575
377	132.0274 0.0558 2.8391 0.0000 2.8718 0.9081 0.5575
